hotel_id,city_id,hotel_name,price_per_night,rating
7418,414,Druk Hotel,165.38,1.80
7419,435,Townhouse Apartments,139.30,3.80
7420,414,Hotel AV,460.19,1.10
7421,414,Hotel Taktsang,298.23,1.00
7422,414,hotel relax,274.11,1.30
7423,414,Peling Hotel,201.74,4.00
7424,414,"Lemon Tree Hotel, Thimphu",398.14,2.10
7425,414,Hotel Yoesel,338.66,3.20
7426,414,Hotel Welcome Home,229.53,1.10
7427,414,Hotel Dechen,172.68,2.50
7428,414,Hotel Amodhara,361.27,2.90
7429,414,Thimphu Deluxe Hotel,287.03,3.90
7430,414,Detshok Hotel (Lodge & Bar),351.12,1.40
7431,414,Walk In,225.83,2.70
7432,415,Banana Bungalow Hollywood,177.22,1.10
7433,437,Fleming's Selection Hotel Frankfurt-City,481.21,2.60
7434,437,Hampton by Hilton Frankfurt City Centre East,280.16,3.00
7435,415,W Hotel,334.58,3.70
7436,415,Hollywood Roosevelt Hotel,263.86,3.80
7437,415,Chamberlain West Hollywood,482.05,1.70
7438,415,Hotel Normandie,342.62,1.30
7439,415,Stay on Main,363.60,4.20
7440,415,Chateau Marmont,455.21,3.40
7441,415,Andaz West Hollywood,313.65,4.50
7442,415,Sunset Tower Hotel,104.91,2.90
7443,415,Mondrian Los Angeles Hotel,347.47,2.00
7444,415,BLVD Hotel & SPA,249.94,4.00
7445,415,Residence Inn,358.25,1.90
7446,415,"Hotel Per La, Autograph Collection",277.93,4.00
7447,415,Pasadena Hotel & Pool,390.34,4.50
7448,415,Hampton Inn,341.12,4.60
7449,415,AKA Beverly Hills,160.17,4.40
7450,415,Le Parc at Melrose,264.38,2.10
7451,415,Millennium Biltmore Hotel,191.39,2.10
7452,415,Best Western Hollywood Plaza Inn,396.94,2.20
7453,415,The Commerce Casino & Hotel,260.31,4.60
7454,416,The Brice Hotel,407.63,4.50
7455,416,Hampton Inn Savannah Historic District,317.63,2.10
7456,416,Hyatt Regency Hotel,140.38,4.20
7457,538,Courtyard Charleston Historic District,113.86,3.30
7458,416,Marriott Savannah Riverfront,337.63,4.50
7459,416,Holiday Inn Express Savannah-Historic District,125.96,1.50
7460,416,Courtyard Savannah Downtown/Historic District,212.34,3.10
7461,416,La Quinta Inn & Suites Savannah Airport - Pooler,294.26,1.70
7462,416,Baymont Pooler/Savannah,335.13,4.90
7463,416,Hyatt Place,451.09,2.70
7464,416,TownePlace Suites Savannah Airport,481.23,3.10
7465,416,"Country Inn & Suites, Savannah Airport, GA",219.23,1.70
7466,416,Comfort Inn & Suites Savannah Airport,112.14,2.40
7467,416,Hampton Inn & Suites,376.96,4.30
7468,416,Hampton,476.76,2.90
7469,416,Hilton Garden Inn,255.64,4.50
7470,416,Embassy Suites,301.67,3.30
7471,416,Residence Inn Savannah Midtown,485.56,4.70
7472,416,Baymont Savannah Midtown,157.45,2.70
7473,416,Courtyard Savannah Midtown,453.09,4.10
7474,416,SpringHill Suites Savannah Downtown/Historic District,384.11,2.50
7475,551,Koro Sun Resort,388.73,3.50
7476,417,Sahid Zarafshon Hotel,366.11,4.30
7477,417,Siyavush,448.23,1.80
7478,417,Rumi Hotel,111.00,4.10
7479,417,Hotel Ohun,143.38,1.70
7480,417,Hotel Rayyan,395.39,1.40
7481,417,Hotel Mekhtar Ambar,207.65,2.80
7482,417,Hotel Porso,140.70,2.50
7483,417,Hotel Malika,212.93,4.90
7484,417,Hotel Atlas,404.33,1.60
7485,417,Kavsar Boutique Hotel,102.12,3.20
7486,417,Nasriddin Navruz,112.88,2.60
7487,417,Bukhara House,233.92,5.00
7488,417,Grand Emir Residence,244.30,1.50
7489,417,Гостиница Asia Бухара,255.21,2.80
7490,417,Kukaldosh Boutique Hotel,311.57,3.40
7491,417,Masjidi baland mehmonxonasi,369.68,3.20
7492,417,Мутара,405.94,1.20
7493,417,Art Suzani Hotel,484.21,1.70
7494,417,Kamelot,456.08,4.90
7495,417,Hotel Amulet,246.83,4.90
7496,418,Marriott Château Champlain,336.39,3.20
7497,418,Hotel 10,325.19,1.70
7498,418,Hôtel Kutuma,370.91,4.00
7499,418,Hôtel Carré St-Louis,428.82,2.30
7500,418,Auberge de La Fontaine,365.52,4.80
7501,418,Courtyard Marriott Downtown Montreal,328.18,4.00
7502,418,Lift Hotel,311.85,1.50
7503,418,Hôtel Royal Versailles,443.28,1.30
7504,418,Best Western Hotel Brossard,244.51,4.00
7505,418,Hôtel De Paris,465.52,4.80
7506,418,Hotel Terrasse Royale,488.39,3.00
7507,418,Holiday Inn Express & Suites,450.64,1.10
7508,418,Uville Hotel Montreal,447.01,1.80
7509,418,EPIK Hotel Montreal,134.46,3.10
7510,418,Hôtel Omni Mont-Royal,261.41,4.20
7511,418,Delta Hotels by Marriott Montreal,158.17,3.70
7512,418,L'Appartement Hôtel,290.88,2.00
7513,419,Hilton Hanoi Opera,323.04,5.00
7514,419,Hilton Garden Inn Hanoi,464.59,4.00
7515,419,Khách Sạn Asia Palace,310.35,3.40
7516,419,Rainbow Hotel,161.04,4.50
7517,419,Khách Sạn Hanoi Old Quarter Boutique,405.71,3.00
7518,419,Khách Sạn Hanoi Friendly House,367.91,2.50
7519,419,InterContinental Hanoi Landmark72,284.60,5.00
7520,419,Especen Hotel,145.58,1.80
7521,419,Nhà Phố Hà Nội 437 Hồng Hà Sinsoledad,447.01,4.50
7522,419,Khách sạn Fortuna,464.43,1.70
7523,419,Khách sạn Lake Side,428.15,1.40
7524,419,Pullman Hanoi,128.85,5.00
7525,419,The Hanoi Club Hotel & Residences,234.79,4.00
7526,419,Spoon Hotel,161.54,3.00
7527,419,Intercontinental Hanoi Westlake,103.11,2.70
7528,419,La Passion Classic Hotel,285.72,2.30
7529,419,Elegant Suites Westlake,413.50,3.60
7530,419,Somerset Grand Hanoi,162.77,5.00
7531,419,Pan Pacific Hanoi,325.63,5.00
7532,419,Khách sạn Adonis,358.71,3.00
7533,420,Hyatt Regency,139.33,1.20
7534,420,Balmoral Hotel,316.50,1.40
7535,420,Perth Ascot Central Apartment Hotel,237.89,4.00
7536,420,Melbourne Hotel,433.67,2.30
7537,420,Bentley Hotel,203.80,3.30
7538,420,The Great Southern Hotel,206.88,3.00
7539,420,The Terrace Hotel,361.50,1.70
7540,420,Holiday Inn,207.37,2.00
7541,420,InterContinental,168.08,2.70
7542,420,DoubleTree by Hilton Perth Waterfront,261.52,4.00
7543,420,All Suites Perth,420.15,4.60
7544,420,DoubleTree by Hilton Perth Northbridge,220.87,4.00
7545,420,Four Points by Sheraton Perth,475.90,3.20
7546,420,"Crown Promenade, Perth",156.88,1.40
7547,420,"Crown Metropol, Perth",422.95,3.30
7548,420,Guildford River Retreat,357.05,3.90
7549,420,Aloft Perth,430.50,4.80
7550,420,Pan Pacific Perth,351.71,1.30
7551,420,The Westin Perth,247.35,5.00
7552,420,Indian Ocean Hotel,318.74,3.00
7553,421,Hilton Cardiff,441.97,4.00
7554,421,Park Plaza,383.69,4.40
7555,421,Copthorne Hotel Cardiff,370.25,3.60
7556,421,St. David's Hotel,267.25,2.50
7557,421,The Exchange Hotel,146.55,1.60
7558,421,Clayton Hotel,131.25,2.40
7559,421,The Angel Hotel,455.35,4.00
7560,421,The Royal Hotel,405.93,1.90
7561,421,The Vale Resort,294.04,4.00
7562,421,Marriott,463.27,4.00
7563,421,Premier Inn,247.97,3.20
7564,421,"Holiday Inn Cardiff - North M4, Jct.32",365.17,1.10
7565,421,Lincoln House Hotel,279.49,3.20
7566,421,Four Points Flex by Sheraton,325.96,2.20
7567,421,Premier Inn - Barry Island (Cardiff Airport),409.59,3.00
7568,421,Leonardo Hotel Cardiff,353.22,2.90
7569,421,Sandringham Hotel,167.96,3.20
7570,421,The Parkgate Hotel,456.38,3.30
7571,421,Holiday Inn Express,345.23,3.00
7572,421,Celtic International Hotel,147.03,3.00
7573,422,Four Points by Sheraton San Jose Downtown,455.37,4.10
7574,422,The Westin San Jose,274.63,4.00
7575,422,Homewood Suites,159.32,2.70
7576,422,Comfort Inn Sunnyvale - Silicon Valley,289.06,1.50
7577,422,Radisson,183.10,2.50
7578,422,Corporate Inn Sunnyvale,496.54,2.30
7579,422,Signia,348.02,2.30
7580,422,Wild Palms Hotel,170.36,3.20
7581,422,Cupertino Hotel,248.53,4.00
7582,422,Extended Stay America,296.83,2.20
7583,422,Hilton Santa Clara,436.11,4.90
7584,422,TownePlace Suites San Jose Campbell,208.45,4.30
7585,422,San Jose Marriott,245.25,3.10
7586,422,Hilton San Jose,320.42,1.60
7587,422,Carlyle Hotel,176.07,1.80
7588,422,Hyatt Place San Jose/Downtown,440.20,4.90
7589,422,Best Western Plus Brookside Inn,163.96,1.80
7590,422,Hyatt Regency Santa Clara,167.17,3.70
7591,422,Sonesta San Jose - Milpitas,143.57,4.40
7592,422,Days Inn San Jose Convention Center,213.49,3.80
7593,423,"DASKK Orlando Hotel near Universal Blvd, Ascend Hotel Collection",333.22,3.00
7594,423,Sonesta ES Suites Orlando,116.31,4.90
7595,423,Avanti International Resort,337.61,4.10
7596,423,Rosen Inn International,386.47,1.40
7597,423,Coco Key Hotel and Water Park Resort,237.10,4.00
7598,423,Universal's Cabana Bay Beach Resort,276.94,2.00
7599,423,Best Western Plus Universal Inn,427.74,5.00
7600,423,Best Western Orlando Gateway Hotel,147.52,2.90
7601,423,Hampton Inn Orlando International Airport,173.72,3.60
7602,423,Residence Inn Orlando Airport,293.01,1.10
7603,423,SpringHill Suites Orlando Airport,183.24,3.90
7604,423,Comfort Inn International,434.30,2.70
7605,423,Embassy Suites by Hilton Orlando - International Drive / Convention Center,317.36,3.90
7606,423,Hampton Inn Orlando International Drive/Convention Center,345.16,3.50
7607,424,Korona,431.96,4.10
7608,423,Fairfield Inn & Suites,367.34,4.40
7609,423,La Quinta Inn & Suites Orlando Convention Center,226.11,4.00
7610,423,Residence Inn Orlando Convention Center,489.68,3.90
7611,423,Hampton Inn & Suites,176.36,3.20
7612,423,Suburban Studios International Drive,489.61,4.80
7613,423,Grand Hotel Universal,201.83,1.60
7614,424,Poienița,440.07,4.30
7615,424,Rex,465.32,2.20
7616,424,Denis,408.55,2.70
7617,424,Citadel Park Apartment,241.20,5.00
7618,424,Pension am Schneiderturm,336.02,4.20
7619,424,DoubleTree by Hilton Sighisoara - Cavaler,329.84,3.70
7620,424,Hotel Korona,447.93,3.40
7621,424,Hotel Sighișoara,431.75,2.40
7622,424,Claudiu,417.60,1.10
7623,424,Bethlen Estates,223.19,1.20
7624,424,Steaua,160.28,2.50
7625,424,Casa Sighisoreana,232.37,4.30
7626,424,Aparthotel Sighișoara,339.90,4.90
7627,424,Hotel Imperial Sighisoara,453.20,3.00
7628,424,Boutique Hotel von Graf,274.13,2.60
7629,424,Casa Wagner,453.68,1.50
7630,424,Casa Epoca,236.52,1.80
7631,424,Hotel Europa Kokeltal,166.84,2.70
7632,424,Hotel Central Park,233.49,4.50
7633,425,Radisson Blu Vancouver Airport Hotel & Marina,340.75,3.40
7634,425,Sheraton Vancouver Airport Hotel,456.67,3.90
7635,425,The Burrard,451.80,2.20
7636,425,Holiday Inn Express Vancouver Airport - Richmond,277.96,1.80
7637,425,Sandman Hotel Vancouver Airport,328.72,4.40
7638,425,Hyatt Vancouver Downtown Alberni,396.42,2.90
7639,425,Best Western Premier Chateau Granville Hotel & Suites & Conference Centre,344.83,4.40
7640,425,Granville Island Hotel,308.30,1.70
7641,425,St. Regis Hotel,270.28,1.10
7642,425,Rosewood Hotel Georgia,159.05,2.60
7643,425,Fairmont Hotel Vancouver,278.46,1.00
7644,425,Metropolitan Hotel Vancouver,332.01,1.50
7645,425,Holiday Inn Vancouver Airport - Richmond,228.18,3.00
7646,425,Accent Inns Vancouver Airport,370.37,2.00
7647,425,Best Western Plus Burnaby Hotel,441.10,4.20
7648,425,Pinnacle Hotel at the Pier,123.54,1.60
7649,425,Holiday Inn Express & Suites Riverport Richmond,291.01,2.50
7650,425,Pinnacle Hotel Harbourfront,124.06,3.00
7651,425,Hilton Vancouver Airport Hotel,131.94,1.80
7652,425,Marriott Pinnacle Downtown,110.88,4.60
7653,426,Underscar,288.23,2.30
7654,426,Armathwaite Hall,398.01,4.90
7655,426,The Skiddaw Hotel,297.72,4.60
7656,426,Glenridding House Hotel,193.80,3.40
7657,426,Overwater Hall Hotel,466.69,3.90
7658,426,The Scafell Hotel,434.47,3.20
7659,426,Keswick Country House Hotel,276.58,3.00
7660,426,HF Holidays Derwent Bank,408.18,3.30
7661,426,The Langstrath Inn,250.37,4.80
7662,426,Lyzzick Hall Hotel,234.62,1.80
7663,426,Embleton Spa Hotel,359.35,3.40
7664,426,Hundith Hill Hotel,376.75,5.00
7665,426,Ravenstone Lodge,112.35,4.10
7666,426,Ravenstone Manor,120.78,1.70
7667,426,Calvert Lakes,109.61,2.90
7668,426,The Buttermere Court Hotel,412.63,3.50
7669,426,Bridge Hotel,144.94,4.20
7670,426,Royal Oak Hotel,295.51,4.70
7671,426,Patterdale Hotel,264.00,3.60
7672,426,The Glenridding Hotel,475.09,1.70
7673,427,Astoria,226.05,3.00
7674,427,Art Hotel Commercianti,280.86,4.00
7675,427,Holiday Inn Bologna Fiera,116.42,1.40
7676,427,Best Western Plus Tower Hotel Bologna,226.95,1.20
7677,427,Millennhotel,404.78,3.60
7678,427,Villa Imelda,446.46,4.80
7679,427,Hotel Palace,334.60,1.40
7680,427,Europa,135.24,4.00
7681,427,Buonhotel Bologna,290.85,3.00
7682,427,Hotel Astor,215.75,3.00
7683,427,Hotel Amatì Design,487.69,4.00
7684,427,Phi Hotel Emilia,498.29,4.00
7685,427,iH Hotels Bologna Amadeus,212.87,1.40
7686,427,Hotel Del Borgo,254.85,4.90
7687,427,Savhotel,204.40,4.00
7688,427,Hotel Michelino,170.22,3.00
7689,427,The Sydney Hotel Bologna,336.85,4.00
7690,427,AC Hotel Bologna,457.20,4.00
7691,427,Zanhotel Tre Vecchi,332.05,4.00
7692,427,Mercure Bologna Centro,197.83,4.00
7693,428,Cuillin Hills Hotel,389.30,4.10
7694,428,The Marmalade,475.09,1.50
7695,428,Shorefield House,235.36,2.90
7696,428,The Bosville Hotel,388.50,1.70
7697,428,Sconser Lodge,138.29,4.50
7698,428,Sconser Lodge,414.65,1.80
7699,428,Sligachan Hotel,449.27,1.60
7700,428,Raasay House,216.45,2.10
7701,428,The Isles Inn,130.02,3.80
7702,428,Portree Hotel,263.13,2.20
7703,428,Skeabost Country House Hotel,299.96,2.80
7704,428,The Caledonian Hotel,348.65,4.20
7705,428,The Royal Hotel,443.34,4.00
7706,428,Tongadale Hotel,447.06,3.70
7707,428,Auch-an-Doune,117.03,2.40
7708,428,Viewfield House,203.58,3.80
7709,428,Ullinish Lodge Hotel,340.78,1.40
7710,428,Bracken Hide Hotel,453.65,3.60
7711,428,Pier Hotel,187.00,4.10
7712,428,Rosedale Hotel,183.46,2.70
7713,429,Eurostars Santa Luzia,319.75,3.60
7714,429,Hotel do Lago,248.01,1.90
7715,429,B&B Hotel Guimarães,376.05,1.10
7716,429,Mestre D'Avis,239.56,2.00
7717,429,Casa de Sezim,303.37,2.10
7718,429,EMAJ Boutique,224.88,2.40
7719,429,B&B Hotel,127.10,3.00
7720,429,Hotel Comfort Inn,412.34,3.00
7721,429,Hotel da Penha,460.80,2.10
7722,429,Hotel da Oliveira,258.43,4.00
7723,429,Castelo do Bom Jesus,404.89,3.60
7724,429,Open Village Sports Hotel & Spa,439.85,4.00
7725,429,Hotel rural Alves,385.66,4.30
7726,429,Paço de São Cipriano,210.91,2.40
7727,429,Hotel Fundador,358.70,4.00
7728,429,Residencial Mário Almeida,400.83,3.50
7729,429,Residencial Sobreiro,178.78,3.00
7730,429,Hotel do Templo,293.97,2.20
7731,429,Hotel do Elevador,309.66,2.80
7732,429,Hotel do Parque,454.28,3.90
7733,432,Stella,265.25,4.00
7734,430,海立方娛樂場,139.84,3.30
7735,430,皇庭海景酒店 Pousada Marina - Infante,103.61,4.00
7736,430,華都酒店 Waldo Hotel & Casino,485.04,3.00
7737,430,皇家金堡酒店 Casa Real Hotel,279.95,4.00
7738,430,"海運商業中心,萬事發酒店 Centro Comercial Oceano, Macau Masters Hotel",294.26,2.00
7739,430,君怡酒店 Grandview Hotel,154.70,4.00
7740,430,駿龍酒店 Hotel Grande Dragão,194.76,1.50
7741,430,英皇娛樂酒店 Grand Emperor Hotel,145.89,3.00
7742,430,東望洋酒店 Hotel Guia,331.17,3.00
7743,430,澳門城悅酒店 City Viva Hotel (Macau),256.91,3.00
7744,430,維多利亞酒店 The Victoria Hotel,149.93,3.00
7745,430,澳門喜來登大酒店 Sheraton Grand Macao Hotel,264.91,5.00
7746,430,澳門康萊德酒店 Conrad Macao,447.80,5.00
7747,430,星際酒店 Starworld Hotel,221.46,5.00
7748,432,DoubleTree by Hilton Zagreb,456.75,5.00
7749,430,澳門瑞吉酒店 The St. Regis Macao,131.65,5.00
7750,430,澳門十六浦索菲特酒店 Hotel Sofitel Macau De Ponte 16,332.19,5.00
7751,430,聚賢樓 Pousada da Universidade de Macau (N1),144.53,4.50
7752,430,澳門金沙 Sands Macau,212.07,3.00
7753,430,新濠鋒酒店 Altira,219.51,5.00
7754,430,金皇冠中國大酒店 Hotel China Coroa D'Ouro,357.52,4.00
7755,431,Ecohotel Pinohermoso,236.95,4.20
7756,431,Las Orquideas,428.73,3.70
7757,431,Finca Hotel Mundo Nuevo,486.76,1.50
7758,431,La posada del cafe,255.75,2.90
7759,431,KAWA Mountain Retreat,202.46,2.00
7760,431,Bio Habitat Hotel,471.36,1.50
7761,431,Casa San Pedro,461.90,1.80
7762,431,Hostal Origen Colonial,210.41,2.80
7763,431,Armenia Hotel,484.34,1.10
7764,431,Aires del Quindío,132.70,2.70
7765,431,Hostal Casa de los Taitas,234.11,2.60
7766,431,Hostal Villa Isabel,424.68,1.40
7767,431,Terasu Hotel Salento,373.30,4.10
7768,431,Hostal Vista Hermosa,302.68,3.60
7769,431,Finca Hotel Colibrí,195.67,4.10
7770,431,Hostal palmas de cocora,150.80,4.60
7771,431,Macondo casa café,474.47,2.50
7772,431,Hotel El Buen Descanso,333.77,2.90
7773,431,Salento Pequeño Hotel,192.59,3.00
7774,431,Mundo Nuevo,411.15,4.60
7775,432,Hotel Esplanade,335.20,5.00
7776,432,Zonar Zagreb,394.34,3.20
7777,432,Hotel Dubrovnik,300.07,4.30
7778,432,Hilton Garden Inn Zagreb - Radnicka,456.98,4.00
7779,432,Rooms 23,160.45,2.90
7780,432,Hotel Westin,228.85,5.00
7781,432,Hotel Novi Zagreb,336.02,2.20
7782,432,The Loop Hotel,147.77,3.20
7783,432,Apartmanska kuća Snježna Kraljica,135.35,4.00
7784,432,Hotel Sheraton,131.48,2.20
7785,432,Hotel Antunović,257.87,5.00
7786,432,Hotel Admiral,367.94,2.40
7787,432,Hotel Astoria,422.64,3.80
7788,432,Grand Hotel Zagreb,470.94,4.30
7789,432,Hotel Jarun,326.34,3.00
7790,432,Hotel Laguna,223.54,1.50
7791,432,Santiny,272.77,3.80
7792,432,Luxury Boutique Hotel 9,426.64,2.30
7793,433,Dann Carlton,469.13,4.00
7794,433,Patio Andaluz,294.92,1.30
7795,433,Mogens Pod Hostel,211.71,3.10
7796,433,Stubel Suites & Café,190.78,4.70
7797,433,Hotel Yumbo imperial,351.09,3.60
7798,433,Old Town Quito Suites,476.37,3.40
7799,433,Plaza Grande,354.96,4.30
7800,433,Ikala Quito Hotel,352.66,3.00
7801,433,Hotel Antinea,213.08,2.70
7802,433,hotel Allegria,478.00,4.40
7803,433,Mitz Suites Boutique,348.35,1.10
7804,433,Hotel Apartamentos Occidentales,196.96,4.50
7805,433,La Casona de la Ronda,466.84,1.90
7806,433,Posada del Maple,300.96,4.30
7807,433,hostal carapungo,440.99,4.10
7808,433,La Coupole Hotel,168.53,4.60
7809,433,Dawns Lodge,254.33,3.20
7810,433,Hostal  Residencia Universitaria,176.58,3.30
7811,433,Nuhouse Boutique Hotel,449.02,4.00
7812,433,NuHouse Boutique,396.71,2.40
7813,434,Hotel Happy House,315.60,1.90
7814,434,Hotel Armonia Hostal,401.19,3.00
7815,434,Novo Hotel & Suite,325.67,3.10
7816,434,Hilton San Salvador,284.48,2.60
7817,434,Hotel Ramada Inn,234.09,2.80
7818,434,Hotel San José de la Montaña,499.09,3.20
7819,434,Kal Nawi Hotel,343.45,4.80
7820,434,Hotel Villa Serena Escalón,457.91,3.00
7821,434,Fairfield by Marriott San Salvador,236.90,1.20
7822,434,La Casa de Izel,495.65,2.90
7823,434,Eco Hotel Mariscal,347.64,5.00
7824,434,Hotel Boutique San Benito,446.03,3.80
7825,434,Kartagus Hotel & Eventos,248.01,4.90
7826,434,Bitcoin Landing Spot,324.97,4.40
7827,434,Hotel Finca San Nicolás,490.03,3.40
7828,434,Hotel Marela,435.07,1.50
7829,434,Hotel Berlin,242.64,2.20
7830,434,Villa del Angel Hotel,245.50,3.90
7831,434,Hotel Sueños,125.58,2.90
7832,434,Hotel Gardenias Inn,240.52,5.00
7833,435,Holiday Inn Suva,454.25,3.00
7834,435,Grand Pacific Hotel,260.92,2.80
7835,435,Wasawasa Hotel,175.85,4.70
7836,435,Tanoa Plaza,108.50,3.10
7837,435,Peninsula International Hotel,414.22,3.70
7838,435,Extension 68,101.17,2.90
7839,435,Grand Pacific Hotel,314.05,4.20
7840,435,Grand Pacific Hotel,277.41,1.80
7841,435,Tropic Towers Apartment,416.50,3.60
7842,435,Five Princes Hotel & Restaurant,421.84,4.80
7843,435,Anandale Apartments,441.21,2.40
7844,435,Anandale Apartments,311.55,2.00
7845,435,Victoria Palms,306.86,5.00
7846,435,City Private Hotel,263.40,1.90
7847,436,Lidotel,302.00,3.10
7848,436,Le Cousture,371.94,2.00
7849,436,Adagio Access,469.40,2.00
7850,436,Appart’hôtel Odalys City Centre Compans Caffarelli,246.59,5.00
7851,436,Hôtel Occitania,322.82,3.00
7852,436,Hôtel La Chartreuse,181.85,3.80
7853,436,Hôtel du Grand Balcon,100.58,4.00
7854,436,Ours Blanc Wilson,367.62,2.00
7855,436,Ours Blanc Centre,226.30,3.00
7856,436,Anatole France,256.42,3.00
7857,436,Hôtel le Capitole,102.82,2.00
7858,436,Ours Blanc Victor Hugo,122.16,2.00
7859,436,Hampton by Hilton Toulouse Airport,116.82,3.00
7860,436,Hôtel Saint Claire,249.97,3.00
7861,436,Néméa Appart'Hôtel Résidence Concorde,275.80,4.00
7862,436,L'Initial,304.36,4.00
7863,436,Metrhotel,305.61,3.10
7864,436,La Quietat,382.74,3.00
7865,436,Zenitude Hôtel-Résidences Le Parc de l’Escale,382.76,2.10
7866,436,Residhome Toulouse Tolosa,304.56,1.80
7867,438,East Gate Hotel,211.76,3.80
7868,437,Hyatt Place,376.78,2.70
7869,437,Radisson Blu,112.52,1.80
7870,437,Elaya Hotel Frankfurt Oberursel,489.30,4.00
7871,437,Hardtwald Hotel,322.05,3.00
7872,437,Hotel Sonnenhof,348.61,4.00
7873,437,Leonardo Royal Hotel Frankfurt,102.36,4.90
7874,437,Mövenpick Hotel Frankfurt City,104.61,1.30
7875,437,Hilton Frankfurt Gravenbruch,394.06,5.00
7876,437,Delta Hotels by Marriott Frankfurt Offenbach,107.50,4.00
7877,437,Holiday Inn Frankfurt - Alte Oper,293.26,1.20
7878,437,H4 Hotel Frankfurt Messe,273.42,4.00
7879,437,Memphis Hotel,412.81,4.90
7880,437,Steigenberger Frankfurter Hof,493.49,1.40
7881,437,Hilton Frankfurt City Centre,107.81,4.00
7882,437,NH Collection Frankfurt City,469.81,4.90
7883,437,Hotel Bommersheim,103.50,3.00
7884,437,Lindner Congress Hotel Frankfurt,212.07,3.40
7885,437,Hotel Bonjour,221.71,4.00
7886,438,Lancaster Accra,331.94,3.70
7887,438,Manjaro suites,186.03,4.90
7888,438,Bethel Heights Hotel,246.53,3.40
7889,438,Accra Marriot Hotel,493.24,3.30
7890,438,Villaggio,441.30,1.90
7891,438,Kempinski Hotel Gold Coast City,164.89,2.80
7892,438,Kingsbridge Royale Hotel,170.34,2.40
7893,438,Airport Side Hotel,121.65,1.60
7894,438,Somewhere Nice,140.39,1.80
7895,438,Airside Hotel,210.26,3.80
7896,438,Esther's,243.03,3.30
7897,438,Miklin Hotel,303.96,2.90
7898,438,Hotel Obama,499.36,3.30
7899,438,Maxlot Hotel,197.22,1.20
7900,438,Tang Palace Hotel,131.11,3.50
7901,438,Charleston Hotel,113.55,4.80
7902,438,Urbano Hotel,362.37,4.90
7903,438,Nkrumah Memorial Hotel,283.73,1.90
7904,438,Niagara Inn,366.69,1.50
7905,449,Jovilee Apartments,117.84,3.80
7906,439,Central Hôtel,399.52,3.00
7907,439,Grand Hôtel Montabo,292.13,2.70
7908,439,Hôtel des Amandiers,228.10,3.50
7909,439,Amazonia,240.50,3.00
7910,439,Hôtel La Chaumière,369.97,3.00
7911,439,Mercure Cayenne Royal Amazonia,136.27,4.00
7912,439,Guyane Hôtel,462.69,2.00
7913,439,Les Palmistes,423.13,1.70
7914,439,Eclipse,387.06,4.80
7915,439,L'Ébène Verte,192.63,1.90
7916,439,Complexe Belova,350.66,4.20
7917,439,Kalipso,419.58,3.00
7918,439,Hôtel Ket-Tai,183.06,3.50
7919,439,Hôtel Ker Alberte,472.26,2.10
7920,439,La Marmotte,334.04,2.40
7921,440,Launceston Central Apartment Hotel,462.79,4.00
7922,440,Hotel Grand Chancellor Launceston,100.11,2.40
